音标,word,meaning,pos,例句,词组
/ˌdɪsəˈteɪʃ(ə)n/,dissertation,论文,n.,"After completing my master's degree, I decided to write a dissertation for my Ph.D.
硕士研究完成后，我决定写我的博士论文。","complete one's master's degree 完成硕士学位
decide to 决定做某事
write a dissertation 撰写论文"
,butterfly,蝴蝶,n.,"The beautiful butterfly danced in the garden's warm sunlight.
美丽的蝴蝶在花园里温暖的阳光下翩翩起舞。",dance in the sunlight 在阳光下跳舞
,hike,徒步旅行,n.,"The hikers decided to camp near the summit for the night.
山地爱好者决定在山顶附近营地度过一夜。","decide to camp 决定露营
near the summit 在山顶附近
for the night 过夜"
,immigrant,移民,n.,"Many immigrants come to the United States in search of better economic opportunities.
许多移民来到美国是为了寻求更好的经济机会。","come to 来到
in search of 寻找"
,surgeon,外科医生,n.,"The doctor is a skilled surgeon who has performed hundreds of operations.
外科医生是位经验丰富的外科医生，对肝脏的移植手术有一百多次的成功经历。",perform operations 进行手术
/ˌmænəˈdʒɪəriəl/,managerial,管理的,adj.,"The company's managerial team consists of experienced professionals with international backgrounds.
管理团队中有多名具有国际背景的经验丰富的专业人士。","consist of 由……组成
with international backgrounds 具有国际背景"
,tense,紧张的,adj.,"The upcoming exams have created a tense atmosphere in the school.
高考即将到来，学校陷入了一种紧张的气氛。","create a tense atmosphere 造成紧张气氛
in the school 在学校里"
,gasoline,汽油,n.,"The car ran out of gasoline on the highway.
汽车在高速公路上没油了。","run out of gasoline 用完汽油
on the highway 在公路上"
/ˈelbəʊ/,elbow,肘部,n.,"She hit her elbow on the corner of the table.
她的胳膊肘撞在了桌子角上。","hit one's elbow 撞到肘部
on the corner of the table 在桌子的角落"
,celebrity,名人,n.,"She became a celebrity after releasing her debut /ˈdeɪbjuː/ single.
她因发布首张单曲而成为名人。","become a celebrity 成为名人
release a single 发布单曲"
,drama,戏剧,n.,"The school play was a big hit and caused a lot of drama backstage（ad.）.
学校的话剧大受欢迎，在后台引起了很多骚动。","be a big hit 非常成功
cause a lot of drama 引发很多争议"
,historian,历史学家,n.,"The historian spent years researching the ancient city's ruins to write an accurate account of its past.
这位历史学家花了数年时间研究这座古城的废墟，以便准确地描述它的过去。","spend time doing 花时间做某事
write an accurate account of 准确地描述"
,portrait,肖像,n.,"The artist took several weeks to complete a beautiful portrait of her subject（对象）.
艺术家花了几个星期才完成一幅令人惊艳的画像。","take several weeks to complete 花费几周时间完成
complete a portrait of 完成……的肖像画
a portrait of ……的肖像画
her subject 她的绘画对象"
,landscape,风景,n.,"The rolling hills created a beautiful landscape in front of us.
连绵起伏的群山在我们面前形成了一道美丽的风景。","rolling hills 连绵起伏的群山
create a landscape 创造风景
in front of 在……前面"
,seventeenth,第十七的,adj.,"The seventeenth century saw a significant growth in global trade and commerce.
第十七世纪见证了全球贸易和商业的重大增长。","see a significant growth in 见证重大增长
in global trade and commerce 在全球贸易和商业中"
/əʊˈbiːsəti/,obesity,肥胖,n.,"The growing rate of obesity among children has raised serious concerns among parents and healthcare professionals.
体重超重率在儿童中不断增加，引起了家长和医疗工作者的严重关注。","raise serious concerns 引起严重关注
among parents and healthcare professionals 在家长和医疗工作者中"
,skyscraper,摩天大楼,n.,"Skyscrapers line the city skyline, a symbol of modern architecture.
高耸的摩天大楼占据了城市的天际线，是现代建筑的标志。","line the skyline 沿着天际线排列
a symbol of ……的象征"
,mammal,哺乳动物,n.,"Mammals in the Arctic have thick fur coats to keep warm.
北极的哺乳动物有厚厚的皮毛来保暖。","have thick fur coats 有厚的绒毛外套
keep warm 保持温暖
in the Arctic 在北极"
/ˈpetrəl/,petrol,汽油,n.,"The car needs to stop at the petrol station to refuel.
 汽油站需要加满油后才能继续行驶。","need to 需要
stop at petrol station 在加油站停车"
,recycle,回收,v.,"People are encouraged to recycle to reduce waste.
鼓励人们循环利用以减少浪费。","be encouraged to 被鼓励做某事
reduce waste 减少浪费"
,undertake,承担,v.,"She will undertake a challenging project at work next month.
下个月她将在工作中承担一项具有挑战性的项目。","undertake a challenging project 承担一项挑战性项目
at work 在工作中"
,fridge,冰箱,n.,"The fridge is full of delicious food.
冰箱里全是美味的食物。",be full of 充满，装满
,rigorous,严格的,adj.,"She has a very rigorous exercise routine to stay fit.
她的锻炼计划很严格","have a routine 有日常安排
stay fit 保持健康"
,grape,葡萄,n.,"The vineyard /ˈvɪnjəd/ produced a large crop of juicy grapes this season.
这一季葡萄园出产了大量多汁的葡萄。",produce a large crop of 生产出大量的……
,chemist,化学家,n.,"The chemist is analyzing the sample in the laboratory.
实验室的化学家正在分析样本。","analyze a sample 分析样本
in the laboratory 在实验室里"
,extinct,灭绝的,adj.,"The dinosaur species have all become extinct.
所有的霸主龙物种已经灭绝。",become extinct 灭绝
,supermarket,超市,n.,"The supermarket closed its doors early tonight due to the storm.
超市因为暴风雨提前关闭。","close its doors 关闭
due to 由于"
,headline,头条新闻,n.,"The company's new product was featured on the front page with a bold headline.
公司新产品在第一版的醒目标题下登上头条。","be featured 被刊登
on the front page 在头版上
with a bold headline 带有醒目标题"
,sunrise,日出,n.,"The sun will set at exactly 7:00 PM to make way for a beautiful sunrise the next morning.
太阳明天早上会在Exactly 7:00 PM的时间落下为下一个太阳升起做准备。",make way for 为……让路
,fossil,化石,n.,"The ancient tree turned into a fossil after millions of years.
那棵古树在几百万年后变成了化石。","turn into 变成
after millions of years 在数百万年之后"
,literacy,读写能力,n.,"Literacy rates in the country have been improving in recent years.
近年来，该国的识字率一直在提高。","improve literacy rates 提高识字率
in the country 在这个国家
in recent years 在最近几年"
,insect,昆虫,n.,"Insects can be found in almost every habitat around the world.
昆虫可以在世界上的几乎每个生态环境中发现。","be found in 在……中被发现
around the world 世界各地"
,predator,捕食者,n.,"The big cat is a skilled predator.
这种大型猫科动物是熟练的捕食者。",be a skilled predator 是熟练的捕食者
,migrant,移民,n.,"Many people around the world are migrant workers, searching for better livelihoods and opportunities.
世界上有许多人是移民工人，他们在寻找更好的生计和机会。","around the world 世界各地
be migrant workers 是移民工人
search for 寻找"
,bankrupt,破产的,adj.,"The company was forced to file for bankruptcy due to significant financial losses.
公司因重大财务损失被迫申请破产。","be forced to 被迫
file for bankruptcy 申请破产
due to 由于"
,boundary,边界,n.,"The park's western boundary is marked by a large stone wall.
公园的西边界被一块大石墙所标记。",be marked by 被……标记
,electricity,电,n.,"Electricity powers（vt.） most of our modern homes and devices.
电气给我们家里的很多东西提供了动力。",most of 大部分
,farmer,农民,n.,"The farmer carefully tended to his crops every morning.
农夫每天早晨都很小心地照顾他的庄稼。",tend to 照料、照顾
,agriculture,农业,n.,"Agriculture plays a vital role in the economy of many countries.
农业在许多国家的经济中 jouer了重要角色。",play a vital role in 在……中扮演重要角色
,oxygen,氧气,n.,"Oxygen is essential for human survival.
氧气对人类生存至关重要。",be essential for 对……至关重要
,diameter,直径,n.,"The tree's branch has a diameter of about one meter.
该树的树枝直径约一米。",have a diameter of 直径为
,celebrate,庆祝,v.,"We're going to celebrate her birthday with a big party tonight.
今晚我们要举行一个盛大的晚会来庆祝她的生日。","be going to 将要
celebrate 庆祝
with a party 用派对"
,brush,刷子,n.,"I need to brush my teeth before breakfast.
我要在早餐前刷牙。","need to 需要
brush one's teeth 刷牙
before breakfast 在早餐前"
,melt,融化,v.,"The chocolate bar began to melt in my pocket.
糖醱油开始融化在我的裤兜里。",begin to melt 开始融化
,geography,地理学,n.,"The field of geography seeks to understand the Earth's physical features and human settlement patterns.
地球地理学旨在了解地球的自然环境及其人类定居模式。","seek to understand 试图了解
the field of ……领域
physical features 自然特征
settlement patterns 定居模式"
,polar,极地的,adj.,"The Earth's axis is tilted at a polar angle of about 23.5 degrees.
地轴以大约23.5度的极角倾斜。","be tilted at an angle 以某个角度倾斜
polar angle 极角"
,migration,迁徙,n.,"Many birds undertake long-distance migration annually to escape harsh climates.
大多数鸟类每年都会进行长途迁徙以避免严酷的气候条件。","undertake long-distance migration 进行长途迁徙
escape harsh climates 避免严酷的气候"
,cattle,牛,n.,"Ranchers have been raising cattle for generations.
牧场主世代经营牛群。","raise cattle 养牛
for generations 世代以来"
/rɪst/,wrist,手腕,n.,"She tied a ribbon around her wrist to remind herself of the anniversary.
她戴了一条带子在手腕上，提醒自己节日的到来。","tie a ribbon around 系一条带子在……周围
remind of 提醒"
